,Year,Company Name,Country,Industry (Exiobase),Environmental Intensity (Sales),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,Macro Industry,CompanySymbol,TotalEsgScore,EnvironmentRiskScore,SocialRiskScore,GovernanceRiskScore,EsgRatingYear
782,2018,PALFINGER AG,Austria,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.011069238190290298,-20475086.574385535,-19778575.399207473,-4512.247092667025,-267799.18937647523,-60875.72949820638,-824.217217396656,-826.239618969761,-361983.7392305776,310.186862509155,"Manufacture of motor vehicles, trailers and semi-trailers (34)",PAL.VI,,,,,
783,2018,KION GROUP GMBH,Germany,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.007669587344322856,-70209378.95386964,-68399006.19454968,-15657.529880881506,-909785.9176877544,-210211.49710884868,-2839.244002871173,-120218.44014617933,-552019.0163838413,358.89063733571714,"Manufacture of motor vehicles, trailers and semi-trailers (34)",@KION GROUP GMBH,,,,,
784,2018,FERRARI NV,Netherlands,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.007622997073018704,-35172269.88930421,-29174731.05960802,-7235.882211713629,-391402.5099351809,-91275.09304500486,-1281.3124361474574,-394.8469163779789,-5507784.530029939,1835.3448870108416,"Manufacture of motor vehicles, trailers and semi-trailers (34)",2FE.MU,24.64,6.05,12.19,6.4,2022.0
785,2018,RENAULT SA,France,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.006646741509486164,-436949308.9784638,-406157011.5426705,-88871.74794985824,-5544740.534300879,-1194576.0102883657,-16503.057034861595,-95385.71043150108,-23858501.80205724,6281.426269507948,"Manufacture of motor vehicles, trailers and semi-trailers (34)",RNO.PA,22.96,7.02,8.99,6.95,2022.0
786,2018,BAYER MOTOREN WERKE AG,Germany,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.006009124023907332,-670645988.0719914,-650719457.8039176,-153057.72417714665,-8631348.205808092,-2003646.1726130827,-27513.630174185622,-1465649.479776575,-7661150.002197563,15835.004545004762,"Manufacture of motor vehicles, trailers and semi-trailers (34)",BMW.DE,23.14,6.46,7.52,9.17,2022.0
787,2018,WACKER NEUSON SE,Germany,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.005938067069353917,-11601603.90441813,-11262201.035383271,-2660.2413480450446,-151156.61755793332,-34394.453494103545,-477.57580174515664,-25657.887128013186,-125466.04988756089,409.95719565958154,"Manufacture of motor vehicles, trailers and semi-trailers (34)",WAC.DE,,,,,
788,2018,MERCEDES-BENZ GROUP AG,Germany,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.005433860671426877,-1041194819.096858,-1007470398.8311496,-233527.90210419014,-13444758.733502632,-3079253.279715677,-42231.90597639082,-2516352.361862609,-14429640.426330663,21344.44314358932,"Manufacture of motor vehicles, trailers and semi-trailers (34)",MBG.DE,22.78,8.0,7.27,7.5,2022.0
789,2018,VOLVO AB,Sweden,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.003547288491518418,-156003005.01417,-149105541.66040766,-33590.13936283492,-1819456.9864283875,-407504.1928991611,-6013.338915812397,-260371.12235913257,-4370247.370653847,-280.1811420457707,"Manufacture of motor vehicles, trailers and semi-trailers (34)",VOLV-B.ST,22.83,5.16,8.79,8.89,2022.0
790,2018,ALSTOM SA,France,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.0034531748069981196,-31434529.18513716,-29897357.90611929,-8862.34168103087,-391356.8014826672,-90171.31992024928,-1456.7724694409512,-13208.37673315218,-1038031.9910558804,5916.32432455774,"Manufacture of motor vehicles, trailers and semi-trailers (34)",ALO.PA,19.18,3.4,8.93,6.85,2022.0
791,2018,SEAGATE TECHNOLOGY HOLDINGS,Ireland,Manufacture of office machinery and computers (30),-0.03460790193377271,-387054775.227314,-348045947.4844665,-84019.44403044366,-4623188.020980329,-1079146.4756899718,-14968.29920883812,-41073.329072680965,-33180156.888598543,13724.714733475645,Manufacture of office machinery and computers (30),STX,10.66,1.59,3.8,5.26,2021.0
792,2018,TE CONNECTIVITY LTD,Switzerland,Manufacture of office machinery and computers (30),-0.014538495489695562,-203364474.90986153,-197948610.34995648,-47115.425847874256,-2639495.813896375,-614436.3039788717,-8378.132340258708,-5578.999443293611,-2104839.6260996005,3979.74170120433,Manufacture of office machinery and computers (30),TEL,15.93,6.42,4.87,4.64,2022.0
793,2018,ELECTROLUX AB,Sweden,Manufacture of office machinery and computers (30),-0.0063973175049494525,-89354263.40159462,-87560951.16950269,-20357.649749113072,-1164243.3737892555,-272667.9233883771,-3678.770615264466,-2156.89505737098,-331154.54893823474,946.9294457106861,Manufacture of office machinery and computers (30),ELUX-B.ST,16.98,5.16,7.58,4.23,2022.0
794,2018,HUSQVARNA AB,Sweden,Manufacture of office machinery and computers (30),-0.005478345017655065,-25326593.971535172,-24298572.378801644,-5667.18446870516,-323067.5853862699,-75647.72884188154,-1022.7146829804743,-713.9027417612864,-622215.8972974799,313.4206855531225,Manufacture of office machinery and computers (30),HUSQF,,,,,
795,2018,LOGITECH INTERNATIONAL SA,Switzerland,Manufacture of office machinery and computers (30),-0.0020951167011294823,-5197127.076664658,-4991844.208816768,-1469.1403445812002,-67603.95315687466,-15071.69327511157,-232.46521341449414,-989.3633348016386,-120622.0081986841,705.7556755783037,Manufacture of office machinery and computers (30),LOGI,,,,,
796,2018,SGL CARBON SE,Germany,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.10453039077346439,-125361231.07682611,-119534812.00648002,-29752.935451327532,-1574166.2146328252,-368542.3134080176,-5230.339736536743,-13727.653241233867,-3841985.5151375565,6985.9013440783765,"Manufacture of radio, television and communication equipment and apparatus (32)",SGL.DE,,,,,
797,2018,MERSEN,France,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.04572387666215187,-45988733.885359935,-44580514.84187364,-11013.860977003727,-588715.374624154,-137799.17034955148,-1942.835699777448,-5066.518993662992,-666070.0701990791,2388.7873569431317,"Manufacture of radio, television and communication equipment and apparatus (32)",MRN.PA,,,,,
798,2018,PRYSMIAN SPA,Italy,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.0223776779630539,-260249480.27523586,-228136356.78949848,-54169.57042978043,-3037175.586977879,-711506.3728452915,-9703.29973389833,-11095.897365947381,-28294952.467577238,5479.70919271181,"Manufacture of radio, television and communication equipment and apparatus (32)",PRYMF,21.41,6.34,9.77,5.3,2022.0
799,2018,EATON CORP PLC,Ireland,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.017012837773565676,-367630411.4489807,-351249232.4785607,-85154.3885121067,-4704597.0582873365,-1091569.7208782837,-15173.430291539611,-31755.8432908192,-10469288.816969614,16360.287809723828,"Manufacture of radio, television and communication equipment and apparatus (32)",ETN,17.85,5.37,6.76,5.72,2022.0
800,2018,NEXANS,France,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.013611392411728115,-101137891.2608035,-97404493.0554158,-28324.684437862474,-1264490.0413674093,-294804.65942931024,-4699.335132620021,-37429.377653810836,-2121297.4948983314,17647.387531657285,"Manufacture of radio, television and communication equipment and apparatus (32)",NEX.PA,,,,,
801,2018,ABB LTD,Switzerland,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.011089573963820036,-300359222.81009835,-290742392.1049073,-68305.03279977909,-3888299.3639826146,-903739.8203852363,-12287.008849511521,-7849.3656035821,-4742266.121046722,5916.007476371491,"Manufacture of radio, television and communication equipment and apparatus (32)",ABB,,,,,
802,2018,HUBER & SUHNER AG,Switzerland,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.006400652259002763,-5756961.676721484,-5333182.753856226,-1293.5963107264738,-71425.29659710782,-16531.598199473334,-228.17265950889293,-260.6618979950067,-334222.6728667812,183.0756663354216,"Manufacture of radio, television and communication equipment and apparatus (32)",HUBN.SW,,,,,
803,2018,ZUMTOBEL GROUP AG,Austria,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.004317433771940805,-5914401.966070787,-5751059.809432807,-1585.4507995945544,-75611.16227527495,-17676.658472223407,-267.42526623681346,-1432.2955892343966,-67522.26197702858,753.0977416156567,"Manufacture of radio, television and communication equipment and apparatus (32)",ZAG.VI,,,,,
804,2018,TELEFONAKTIEBOLAGET LM ERICS,Sweden,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.0025664325018998255,-60886758.15614644,-57311225.137242824,-13569.587774439004,-756136.5691920493,-177207.63186772316,-2418.9784951224437,-88986.84429251438,-2538194.5332749635,981.1390848142914,"Manufacture of radio, television and communication equipment and apparatus (32)",ERIC,,,,,
805,2018,PIRELLI & C SPA,Italy,Manufacture of rubber and plastic products (25),-0.04262704937421476,-253508917.4898552,-216908360.4542913,-57939.68924225502,-2911005.3789378973,-674294.5752031006,-9993.93193496755,-189206.57571884524,-32785167.892677862,27051.01563120184,Manufacture of rubber and plastic products (25),2PI.MU,,,,,
806,2018,NOKIAN RENKAAT OYJ,Finland,Manufacture of rubber and plastic products (25),-0.03047677306642666,-55674926.40824548,-33902452.963578396,-7906.314919753281,-430213.3959465674,-99788.03483152286,-1402.572498201521,-310348.073703584,-20923136.36091608,321.31896308685543,Manufacture of rubber and plastic products (25),TYRES.HE,12.26,3.29,2.93,6.04,2022.0
807,2018,COATS GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Manufacture of textiles (17),-0.09154399026932764,-97337673.92836778,-92044007.1522615,-21884.39238963225,-1219120.7257880273,-284609.673673217,-3881.4290673609717,-40060.796420091916,-3725484.1433696286,1374.3846021294203,Manufacture of textiles (17),COA.L,,,,,
808,2018,BRUNELLO CUCINELLI SPA,Italy,Manufacture of textiles (17),-0.0027899150905427808,-1766361.6158514642,-1515157.5289636478,-438.1878817782241,-20114.541660186514,-4479.470412752532,-69.7095356544551,-816.5616887401982,-225483.12570516908,197.5099964648488,Manufacture of textiles (17),8BU.SG,,,,,
809,2018,ESSILORLUXOTTICA,France,Manufacture of wearing apparel; dressing and dyeing of fur (18),-0.011485963190021159,-142009567.2756736,-134759220.6259488,-33460.34703753002,-1846189.0467638085,-414617.58336171636,-5927.325264838669,-21654.18449507954,-4939533.689262668,11035.526460846933,Manufacture of wearing apparel; dressing and dyeing of fur (18),EL.PA,19.68,2.17,9.59,7.91,2022.0
810,2018,TOD'S GROUP SPA,Italy,Manufacture of wearing apparel; dressing and dyeing of fur (18),-0.0072321228838041545,-7867735.494057847,-5326411.170864783,-1256.7482172669984,-71304.07820892023,-16461.12183447584,-225.9528406914565,-2535.7806287224357,-2449694.1524402634,153.51097727765912,Manufacture of wearing apparel; dressing and dyeing of fur (18),@TOD'S GROUP SPA,,,,,
811,2018,LENZING AG,Austria,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",-0.2536960036255259,-632035910.5055698,-509375667.09105563,-135167.9546975374,-6612741.286423974,-1559246.5877847495,-21546.01859386906,-3862.0177958359704,-114327350.368863,-329.1803552575579,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",LNZ.VI,,,,,
812,2018,PAN AFRICAN RESOURCES PLC,United Kingdom Of Great Britain And Northern Ireland,Mining of other non-ferrous metal ores and concentrates,-0.9891643294092489,-134263612.46440527,-117279834.7461505,-30666.223685008805,-1537254.0098199872,-359034.22076182306,-5304.3267451649945,-32976.96579412105,-15030282.932835514,11740.961386881616,Mining of other non-ferrous metal ores and concentrates,PAF.L,,,,,
813,2018,ALRO SLATINA,Romania,Mining of other non-ferrous metal ores and concentrates,-0.6814467771421122,-500041253.3557281,-488462719.7498565,-121744.96269292034,-6456941.286863787,-1516816.598221079,-20821.31205328682,-14165.212802277818,-3457409.4444079474,9365.211169918,Mining of other non-ferrous metal ores and concentrates,@ALRO SLATINA,,,,,
814,2018,PETROPAVLOVSK PLC,United Kingdom Of Great Britain And Northern Ireland,Mining of other non-ferrous metal ores and concentrates,-0.6306504182122182,-236891777.87192774,-131865508.54734269,-30750.051238032876,-1746903.117682903,-407792.2927036808,-5551.163033870681,-54218.01002638733,-102783202.98481703,2148.2952700705346,Mining of other non-ferrous metal ores and concentrates,@PETROPAVLOVSK PLC,,,,,
815,2018,NORSK HYDRO ASA,Norway,Mining of other non-ferrous metal ores and concentrates,-0.1969282861545711,-3621366769.938478,-3517622148.2388783,-994617.7910033523,-46304246.542420454,-10905228.60342401,-157675.9787903923,-2153.637089566939,-45618579.11765383,237879.97078340605,Mining of other non-ferrous metal ores and concentrates,NHYDY,,,,,
816,2018,OCI NV,Netherlands,N-fertiliser,-1.282203748424774,-3539432763.666481,-3389520486.179321,-809521.3836815481,-45168969.658078514,-10578036.748583274,-145013.11926053464,-378473.0027608036,-92938130.57151753,105867.00216919572,N-fertiliser,OCINF,,,,,
817,2018,NATIONAL EXPRESS GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Other land transport,-0.08644603601390692,-270007032.34464705,-263438985.6871331,-60828.2840422358,-3500651.345171857,-820619.5659986949,-11027.6788407828,-3660.5785807332545,-2172977.0515704076,1717.8466908451207,Other land transport,NEX.L,,,,,
818,2018,STAGECOACH GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Other land transport,-0.082490692961658,-339247644.92051166,-330282305.2704057,-76299.17809174785,-4388695.45705686,-1028787.8531467697,-13829.739505417407,-4819.829013877694,-3455169.4563107933,2261.863019553203,Other land transport,@STAGECOACH GROUP PLC,,,,,
819,2018,FIRSTGROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Other land transport,-0.051668015433124034,-421340308.2867668,-409492003.4542915,-213220.5194347312,-5915471.814376858,-1378981.4386003609,-31221.400392154792,-9557.20650873777,-4674520.238312705,374667.7851504303,Other land transport,FGP.L,,,,,
820,2018,GETLINK SE,France,Other land transport,-0.02389168333474628,-29526741.436632264,-28760054.372952227,-6723.848111830834,-383092.3733874582,-89805.49383669277,-1214.4533777745544,0.0,-286311.2215788023,460.3266125225168,Other land transport,GET.PA,,,,,
821,2018,ATLANTIA SPA,Italy,Other land transport,-0.009458447986795048,-80427889.24706209,-70068449.88538589,-16483.293415956126,-927896.862115306,-217401.66967979723,-2964.636919279881,-3321.9045598735856,-9192715.284392577,1344.2894066251085,Other land transport,AU9.F,8.82,1.1,4.13,3.59,2022.0
822,2018,SIAS SOCIETA INIZIATIVE AUTO,Italy,Other land transport,-0.009367240226036551,-15599645.111099811,-13618934.747746116,-3204.474654873524,-180345.83236848406,-42253.931208286944,-576.296577935749,-650.584062194093,-1753942.5191326975,263.2746507804342,Other land transport,@SIAS SOCIETA INIZIATIVE AUTO,,,,,
823,2018,EUROPCAR MOBILITY GROUP S.A,France,Other land transport,-0.0034181663556253723,-11463627.317160277,-9439060.306476133,-2556.9578114160668,-127146.59787045713,-29783.43977962663,-440.1528034889604,0.0,-1865889.0457362584,1249.1833171085163,Other land transport,@EUROPCAR MOBILITY GROUP S.A,,,,,
824,2018,REDDE NORTHGATE PLC,United Kingdom Of Great Britain And Northern Ireland,Other land transport,-0.0033241626813350854,-2972735.417168334,-2908995.811701023,-832.2367849424845,-37830.31887218796,-8840.944440289655,-139.12363502322825,-1048.0783016690186,-15540.748588973638,491.84515577536104,Other land transport,REDD.L,,,,,
